Idade;Faixa;Genero;Etnia;PCD;Estado;UF
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
37;35-39;Masculino;Branca;Não;Minas Gerais (MG);MG
18;17-21;Masculino;Preta;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;Paraná (PR);PR
29;25-29;Masculino;Branca;Não;Santa Catarina (SC);SC
37;35-39;Masculino;Branca;Não;Minas Gerais (MG);MG
32;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
27;25-29;Feminino;Parda;Não;São Paulo (SP);SP
37;35-39;Masculino;Branca;Não;Distrito Federal (DF);DF
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
42;40-44;Masculino;Parda;Não;Ceará (CE);CE
32;30-34;Masculino;Branca;Não;Paraná (PR);PR
28;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
28;25-29;Masculino;Parda;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Feminino;Branca;Não;São Paulo (SP);SP
39;35-39;Masculino;Branca;Não;Paraná (PR);PR
22;22-24;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Feminino;Preta;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
30;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
29;25-29;Masculino;Branca;Não;Ceará (CE);CE
28;25-29;Masculino;Preta;Não;Rio de Janeiro (RJ);RJ
42;40-44;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
;55+;Masculino;Parda;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Prefiro não informar;Não;São Paulo (SP);SP
35;35-39;Masculino;Prefiro não informar;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Preta;Não;Sergipe (SE);SE
26;25-29;Feminino;Parda;Não;Ceará (CE);CE
22;22-24;Masculino;Parda;Não;Espírito Santo (ES);ES
32;30-34;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Branca;Não;Ceará (CE);CE
26;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
32;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
38;35-39;Masculino;Branca;Não;Bahia (BA);BA
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
34;30-34;Feminino;Parda;Não;São Paulo (SP);SP
43;40-44;Feminino;Amarela;Não;Minas Gerais (MG);MG
24;22-24;Feminino;Preta;Não;Goiás (GO);GO
22;22-24;Masculino;Preta;Não;Amazonas (AM);AM
29;25-29;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
32;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
39;35-39;Feminino;Branca;Não;São Paulo (SP);SP
34;30-34;Feminino;Branca;Não;São Paulo (SP);SP
26;25-29;Feminino;Parda;Não;Paraná (PR);PR
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
34;30-34;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
29;25-29;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
23;22-24;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;Distrito Federal (DF);DF
29;25-29;Masculino;Parda;Não;Paraná (PR);PR
52;50-54;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
22;22-24;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
29;25-29;Feminino;Branca;Não;Paraná (PR);PR
30;30-34;Masculino;Amarela;Não;Distrito Federal (DF);DF
24;22-24;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
21;17-21;Feminino;Preta;Não;São Paulo (SP);SP
44;40-44;Masculino;Branca;Não;Amazonas (AM);AM
39;35-39;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
25;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
26;25-29;Masculino;Parda;Não;Paraíba (PB);PB
23;22-24;Masculino;Parda;Não;Bahia (BA);BA
30;30-34;Masculino;Branca;Não;Espírito Santo (ES);ES
40;40-44;Masculino;Branca;Não;Pernambuco (PE);PE
21;17-21;Masculino;Branca;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;Paraíba (PB);PB
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
30;30-34;Masculino;Preta;Não;;
44;40-44;Masculino;Parda;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;Espírito Santo (ES);ES
30;30-34;Masculino;Branca;Não;;
36;35-39;Masculino;Amarela;Não;São Paulo (SP);SP
39;35-39;Feminino;Branca;Não;Minas Gerais (MG);MG
28;25-29;Feminino;Branca;Não;Goiás (GO);GO
34;30-34;Feminino;Parda;Não;Minas Gerais (MG);MG
39;35-39;Masculino;Branca;Não;Bahia (BA);BA
27;25-29;Masculino;Parda;Não;Bahia (BA);BA
33;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
34;30-34;Masculino;Parda;Não;São Paulo (SP);SP
37;35-39;Masculino;Branca;Não;Mato Grosso (MT);MT
23;22-24;Masculino;Branca;Não;Ceará (CE);CE
29;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
32;30-34;Masculino;Branca;Não;Goiás (GO);GO
24;22-24;Feminino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
23;22-24;Masculino;Parda;Não;Pará (PA);PA
25;25-29;Masculino;Parda;Não;Ceará (CE);CE
36;35-39;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
36;35-39;Masculino;Branca;Não;Paraná (PR);PR
28;25-29;Masculino;Preta;Não;Pernambuco (PE);PE
29;25-29;Masculino;Parda;Não;Bahia (BA);BA
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Preta;Não;Sergipe (SE);SE
36;35-39;Masculino;Branca;Não;Paraná (PR);PR
27;25-29;Masculino;Branca;Não;Maranhão (MA);MA
32;30-34;Masculino;Amarela;Não;São Paulo (SP);SP
31;30-34;Feminino;Branca;Não;São Paulo (SP);SP
31;30-34;Feminino;Branca;Não;São Paulo (SP);SP
41;40-44;Masculino;Amarela;Não;São Paulo (SP);SP
31;30-34;Masculino;Branca;Não;Rio Grande do Norte (RN);RN
27;25-29;Feminino;Amarela;Não;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;Bahia (BA);BA
27;25-29;Feminino;Parda;Não;Minas Gerais (MG);MG
23;22-24;Masculino;Branca;Não;Espírito Santo (ES);ES
31;30-34;Feminino;Branca;Não;Minas Gerais (MG);MG
29;25-29;Prefiro não informar;Parda;Não;São Paulo (SP);SP
32;30-34;Feminino;Branca;Não;São Paulo (SP);SP
25;25-29;Feminino;Parda;Não;Minas Gerais (MG);MG
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Feminino;Branca;Não;São Paulo (SP);SP
37;35-39;Feminino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Parda;Não;Minas Gerais (MG);MG
23;22-24;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
25;25-29;Feminino;Branca;Não;Paraná (PR);PR
52;50-54;Feminino;Parda;Não;Minas Gerais (MG);MG
30;30-34;Masculino;Branca;Não;;
29;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
23;22-24;Masculino;Parda;Não;São Paulo (SP);SP
29;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
;55+;Masculino;Branca;Não;Paraná (PR);PR
27;25-29;Masculino;Branca;Não;Espírito Santo (ES);ES
51;50-54;Masculino;Parda;Sim;São Paulo (SP);SP
46;45-49;Masculino;Parda;Não;Rio Grande do Norte (RN);RN
31;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
35;35-39;Feminino;Amarela;Não;Paraná (PR);PR
25;25-29;Masculino;Parda;Não;São Paulo (SP);SP
36;35-39;Masculino;Parda;Não;;
33;30-34;Feminino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
19;17-21;Feminino;Parda;Não;São Paulo (SP);SP
43;40-44;Masculino;Branca;Não;Minas Gerais (MG);MG
24;22-24;Feminino;Branca;Não;Minas Gerais (MG);MG
23;22-24;Masculino;Branca;Não;Pernambuco (PE);PE
43;40-44;Feminino;Amarela;Não;São Paulo (SP);SP
36;35-39;Feminino;Branca;Não;Pernambuco (PE);PE
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP
38;35-39;Masculino;Branca;Não;Pernambuco (PE);PE
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Parda;Não;Pernambuco (PE);PE
24;22-24;Masculino;Parda;Não;Paraná (PR);PR
22;22-24;Masculino;Branca;Não;São Paulo (SP);SP
44;40-44;Masculino;Parda;Não;Bahia (BA);BA
48;45-49;Feminino;Parda;Não;Minas Gerais (MG);MG
37;35-39;Masculino;Branca;Não;São Paulo (SP);SP
48;45-49;Masculino;Parda;Não;Minas Gerais (MG);MG
33;30-34;Feminino;Branca;Não;São Paulo (SP);SP
40;40-44;Masculino;Parda;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;;
28;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
25;25-29;Feminino;Branca;Não;Bahia (BA);BA
26;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
32;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
54;50-54;Masculino;Branca;Não;São Paulo (SP);SP
43;40-44;Feminino;Branca;Não;Pernambuco (PE);PE
32;30-34;Masculino;Parda;Não;Amazonas (AM);AM
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;Minas Gerais (MG);MG
35;35-39;Feminino;Branca;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
34;30-34;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
21;17-21;Masculino;Branca;Não;Bahia (BA);BA
25;25-29;Feminino;Branca;Não;São Paulo (SP);SP
23;22-24;Masculino;Amarela;Não;São Paulo (SP);SP
20;17-21;Feminino;Parda;Não;Minas Gerais (MG);MG
49;45-49;Masculino;Branca;Não;Goiás (GO);GO
30;30-34;Feminino;Branca;Não;Espírito Santo (ES);ES
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Preta;Não;São Paulo (SP);SP
28;25-29;Feminino;Branca;Não;Maranhão (MA);MA
26;25-29;Masculino;Parda;Não;Maranhão (MA);MA
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;Santa Catarina (SC);SC
32;30-34;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
44;40-44;Masculino;Branca;Não;Ceará (CE);CE
43;40-44;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Masculino;Parda;Não;;
42;40-44;Masculino;Parda;Não;Rio Grande do Norte (RN);RN
31;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
27;25-29;Masculino;Amarela;Não;São Paulo (SP);SP
39;35-39;Masculino;Branca;Não;São Paulo (SP);SP
37;35-39;Masculino;Branca;Não;São Paulo (SP);SP
39;35-39;Feminino;Branca;Não;São Paulo (SP);SP
21;17-21;Feminino;Branca;Não;São Paulo (SP);SP
42;40-44;Masculino;Amarela;Não;;
30;30-34;Feminino;Branca;Não;Minas Gerais (MG);MG
46;45-49;Feminino;Branca;Não;Distrito Federal (DF);DF
28;25-29;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
42;40-44;Feminino;Parda;Não;Minas Gerais (MG);MG
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Feminino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Parda;Não;Paraíba (PB);PB
48;45-49;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Feminino;Branca;Não;Paraná (PR);PR
43;40-44;Feminino;Branca;Não;São Paulo (SP);SP
26;25-29;Feminino;Branca;Não;Paraná (PR);PR
25;25-29;Masculino;Amarela;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
39;35-39;Feminino;Preta;Não;Rio de Janeiro (RJ);RJ
26;25-29;Masculino;Preta;Não;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
34;30-34;Masculino;Parda;Não;Bahia (BA);BA
30;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
31;30-34;Masculino;Preta;Sim;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
25;25-29;Masculino;Branca;Não;Goiás (GO);GO
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Branca;Não;Distrito Federal (DF);DF
29;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
40;40-44;Masculino;Parda;Não;Distrito Federal (DF);DF
38;35-39;Masculino;Parda;Não;Bahia (BA);BA
46;45-49;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
26;25-29;Masculino;Branca;Não;Goiás (GO);GO
35;35-39;Feminino;Preta;Não;Rio de Janeiro (RJ);RJ
;55+;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
28;25-29;Masculino;Amarela;Não;São Paulo (SP);SP
40;40-44;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Feminino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Feminino;Parda;Não;São Paulo (SP);SP
30;30-34;Masculino;Parda;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;Distrito Federal (DF);DF
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Feminino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Feminino;Branca;Não;Amazonas (AM);AM
34;30-34;Masculino;Parda;Não;Minas Gerais (MG);MG
43;40-44;Masculino;Branca;Não;Paraná (PR);PR
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
26;25-29;Feminino;Parda;Não;São Paulo (SP);SP
37;35-39;Feminino;Branca;Não;São Paulo (SP);SP
43;40-44;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;São Paulo (SP);SP
;55+;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Feminino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Parda;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;Alagoas (AL);AL
45;45-49;Masculino;Parda;Não;Maranhão (MA);MA
25;25-29;Masculino;Parda;Não;Amazonas (AM);AM
28;25-29;Masculino;Parda;Sim;Rio Grande do Norte (RN);RN
26;25-29;Masculino;Parda;Não;Pernambuco (PE);PE
47;45-49;Feminino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Parda;Não;São Paulo (SP);SP
19;17-21;Feminino;Preta;Não;Goiás (GO);GO
39;35-39;Masculino;Parda;Não;Bahia (BA);BA
30;30-34;Feminino;Branca;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
47;45-49;Feminino;Preta;Não;Minas Gerais (MG);MG
32;30-34;Masculino;Branca;Não;São Paulo (SP);SP
38;35-39;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Feminino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Feminino;Preta;Não;Paraná (PR);PR
33;30-34;Feminino;Parda;Não;Minas Gerais (MG);MG
21;17-21;Feminino;Branca;Não;Minas Gerais (MG);MG
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Parda;Não;Piauí (PI);PI
42;40-44;Feminino;Branca;Não;São Paulo (SP);SP
32;30-34;Feminino;Branca;Não;Pernambuco (PE);PE
21;17-21;Masculino;Prefiro não informar;Não;Rio de Janeiro (RJ);RJ
29;25-29;Masculino;Branca;Sim;Alagoas (AL);AL
31;30-34;Feminino;Branca;Não;;
32;30-34;Masculino;Branca;Não;São Paulo (SP);SP
22;22-24;Masculino;Branca;Não;Paraná (PR);PR
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;Santa Catarina (SC);SC
32;30-34;Feminino;Indígena;Não;;
32;30-34;Feminino;Amarela;Não;São Paulo (SP);SP
50;50-54;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;Mato Grosso (MT);MT
36;35-39;Masculino;Branca;Não;Santa Catarina (SC);SC
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Parda;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Parda;Não;Bahia (BA);BA
32;30-34;Feminino;Branca;Não;São Paulo (SP);SP
25;25-29;Feminino;Parda;Não;São Paulo (SP);SP
24;22-24;Feminino;Parda;Não;Bahia (BA);BA
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Preta;Não;Santa Catarina (SC);SC
23;22-24;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
28;25-29;Feminino;Amarela;Não;Bahia (BA);BA
30;30-34;Feminino;Branca;Não;;
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
47;45-49;Feminino;Parda;Não;Minas Gerais (MG);MG
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Feminino;Parda;Não;Ceará (CE);CE
27;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
31;30-34;Masculino;Parda;Não;São Paulo (SP);SP
44;40-44;Masculino;Branca;Não;Paraná (PR);PR
29;25-29;Masculino;Branca;Não;Rio Grande do Norte (RN);RN
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Feminino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Parda;Não;São Paulo (SP);SP
50;50-54;Feminino;Branca;Não;Paraná (PR);PR
28;25-29;Masculino;Branca;Não;Santa Catarina (SC);SC
24;22-24;Masculino;Branca;Não;Distrito Federal (DF);DF
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
25;25-29;Masculino;Branca;Não;Santa Catarina (SC);SC
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Feminino;Parda;Não;São Paulo (SP);SP
28;25-29;Masculino;Amarela;Não;;
30;30-34;Masculino;Parda;Não;Distrito Federal (DF);DF
25;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
44;40-44;Masculino;Parda;Não;Bahia (BA);BA
30;30-34;Masculino;Branca;Não;Paraná (PR);PR
29;25-29;Feminino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
41;40-44;Masculino;Branca;Não;Amazonas (AM);AM
29;25-29;Masculino;Parda;Não;;
47;45-49;Masculino;Branca;Não;São Paulo (SP);SP
48;45-49;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;Paraná (PR);PR
54;50-54;Feminino;Parda;Não;Rio de Janeiro (RJ);RJ
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Parda;Não;São Paulo (SP);SP
22;22-24;Masculino;Branca;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Feminino;Parda;Não;Santa Catarina (SC);SC
29;25-29;Feminino;Parda;Não;Santa Catarina (SC);SC
30;30-34;Feminino;Branca;Não;Minas Gerais (MG);MG
26;25-29;Feminino;Branca;Não;Distrito Federal (DF);DF
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Feminino;Indígena;Não;São Paulo (SP);SP
33;30-34;Masculino;Parda;Não;Paraná (PR);PR
29;25-29;Feminino;Branca;Não;São Paulo (SP);SP
35;35-39;Feminino;Parda;Não;Sergipe (SE);SE
30;30-34;Masculino;Preta;Não;Rio de Janeiro (RJ);RJ
40;40-44;Masculino;Branca;Não;Paraná (PR);PR
27;25-29;Masculino;Branca;Não;;
35;35-39;Masculino;Parda;Não;São Paulo (SP);SP
50;50-54;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Parda;Não;Minas Gerais (MG);MG
33;30-34;Masculino;Branca;Não;Pernambuco (PE);PE
29;25-29;Masculino;Preta;Não;Minas Gerais (MG);MG
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
37;35-39;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
42;40-44;Masculino;Branca;Não;Paraná (PR);PR
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
39;35-39;Feminino;Branca;Não;Espírito Santo (ES);ES
31;30-34;Feminino;Parda;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Ceará (CE);CE
34;30-34;Masculino;Branca;Não;Paraná (PR);PR
31;30-34;Masculino;Parda;Não;Paraná (PR);PR
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Parda;Não;Paraná (PR);PR
52;50-54;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
24;22-24;Masculino;Parda;Não;;
36;35-39;Feminino;Preta;Não;Bahia (BA);BA
38;35-39;Masculino;Parda;Não;São Paulo (SP);SP
34;30-34;Feminino;Branca;Não;São Paulo (SP);SP
23;22-24;Masculino;Parda;Não;Bahia (BA);BA
;55+;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
30;30-34;Feminino;Branca;Não;São Paulo (SP);SP
31;30-34;Feminino;Parda;Não;Minas Gerais (MG);MG
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Feminino;Branca;Não;Santa Catarina (SC);SC
24;22-24;Feminino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Preta;Não;São Paulo (SP);SP
25;25-29;Masculino;Preta;Não;São Paulo (SP);SP
28;25-29;Masculino;Parda;Não;Goiás (GO);GO
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Feminino;Branca;Não;Paraná (PR);PR
32;30-34;Feminino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
27;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
23;22-24;Masculino;Amarela;Não;São Paulo (SP);SP
27;25-29;Feminino;Parda;Não;São Paulo (SP);SP
19;17-21;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Feminino;Branca;Não;;
29;25-29;Feminino;Parda;Não;São Paulo (SP);SP
43;40-44;Masculino;Parda;Não;São Paulo (SP);SP
40;40-44;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
27;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
34;30-34;Masculino;Parda;Não;São Paulo (SP);SP
32;30-34;Feminino;Branca;Não;Santa Catarina (SC);SC
27;25-29;Masculino;Branca;Não;Santa Catarina (SC);SC
30;30-34;Masculino;Preta;Não;Bahia (BA);BA
32;30-34;Masculino;Branca;Não;Paraná (PR);PR
20;17-21;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
32;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
28;25-29;Masculino;Branca;Não;Espírito Santo (ES);ES
24;22-24;Masculino;Preta;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
34;30-34;Feminino;Branca;Não;Paraná (PR);PR
;55+;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Feminino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;Paraná (PR);PR
45;45-49;Masculino;Parda;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP
19;17-21;Masculino;Branca;Não;São Paulo (SP);SP
43;40-44;Masculino;Branca;Não;Paraná (PR);PR
37;35-39;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Feminino;Parda;Não;São Paulo (SP);SP
39;35-39;Masculino;Preta;Não;Rio de Janeiro (RJ);RJ
31;30-34;Feminino;Branca;Não;São Paulo (SP);SP
23;22-24;Masculino;Parda;Não;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
33;30-34;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
23;22-24;Masculino;Branca;Não;Alagoas (AL);AL
23;22-24;Masculino;Parda;Não;Espírito Santo (ES);ES
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
52;50-54;Masculino;Branca;Não;São Paulo (SP);SP
42;40-44;Masculino;Branca;Não;Amazonas (AM);AM
23;22-24;Masculino;Parda;Não;Minas Gerais (MG);MG
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Feminino;Branca;Não;Amazonas (AM);AM
33;30-34;Masculino;Branca;Não;Distrito Federal (DF);DF
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Feminino;Branca;Não;;
23;22-24;Feminino;Branca;Não;Distrito Federal (DF);DF
28;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
;55+;Masculino;Preta;Não;Minas Gerais (MG);MG
22;22-24;Feminino;Branca;Não;São Paulo (SP);SP
41;40-44;Masculino;Preta;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
24;22-24;Feminino;Branca;Não;Minas Gerais (MG);MG
24;22-24;Masculino;Branca;Não;Pernambuco (PE);PE
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP
45;45-49;Masculino;Parda;Não;Bahia (BA);BA
42;40-44;Feminino;Branca;Não;Paraná (PR);PR
24;22-24;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
29;25-29;Masculino;Amarela;Não;São Paulo (SP);SP
25;25-29;Feminino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;Pará (PA);PA
30;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
35;35-39;Feminino;Branca;Não;Ceará (CE);CE
30;30-34;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
30;30-34;Masculino;Branca;Prefiro não informar;Paraná (PR);PR
26;25-29;Masculino;Outra;Não;Distrito Federal (DF);DF
